NO,category,Movie Name,File Size,Video Size,Video Length,Video Rate,Subtitle,File Name,filesize,disk
12,欧美单片,天堂电影院, 4.63 GiB,1280 * 720, 2h 53mn,3821 Kbps,无字幕或内嵌字幕,Nuovo.Cinema.Paradiso.1988.Director's.Cut.25thAn.GBR.Bluray.720p.x264.AC3.mkv,0,欧美单片1_3T
13,欧美单片,尼罗河上的惨案, 8.54 GiB,1280 * 692, 2h 20mn,8686 Kbps,外挂中英|外挂中文,尼罗河上的惨案.Death.on.the.Nile.1978.720p.BluRay.x264-WiKi.mkv,0,欧美单片1_3T
14,欧美单片,恐怖角, 5.67 GiB,1280 * 544, 2h 7mn,6349 Kbps,外挂中英|外挂中文,恐怖角.Cape.Fear.1991.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
15,欧美单片,抚养亚历桑那, 5.00 GiB,1280 * 694, 1h 34mn,7607 Kbps,外挂中英,抚养亚历桑那.Raising.Arizona.1987.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
16,欧美单片,支手轰天, 4.36 GiB,1280 * 544, 1h 42mn,6118 Kbps,外挂中文,joshua.tree.1993.720p.bluray.x264-geckos.mkv,0,欧美单片1_3T
17,欧美单片,无事生非, 4.37 GiB,1280 * 688, 1h 50mn,5639 Kbps,外挂中英,Much.Adu.About.Nothing.1993.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
18,欧美单片,无尽的爱, 1.03 GiB,720 * 576, 1h 51mn,1329 Kbps,外挂中英,Endless Love (1981) Brooke Shields.avi,0,欧美单片1_3T
19,欧美单片,旭日东升, 6.94 GiB,1280 * 692, 2h 9mn,7672 Kbps,外挂中文,Rising.Sun.1993.BluRay.720p.2Audio.DTS.x264-beAst.mkv,0,欧美单片1_3T
20,欧美单片,楚门的世界, 4.37 GiB,1280 * 720, 1h 42mn,6074 Kbps,外挂中英,楚门的世界.The.Truman.Show.1998.720p.BluRay.x264.DTS-CHD.mkv,0,欧美单片1_3T
21,欧美单片,死亡标记, 4.59 GiB,1280 * 542, 1h 33mn,7044 Kbps,外挂中文,Marked.For.Death.1990.BluRay.720p.DTS.x264-beAst.mkv,0,欧美单片1_3T
22,欧美单片,爱国者游戏, 3.51 GiB,1280 * 720, 1h 56mn,4301 Kbps,无字幕或内嵌字幕,爱国者游戏.Patriot.Games.1992.BluRay.720p.DTS.2Audio.x264-CMCT.mkv,0,欧美单片1_3T
23,欧美单片,独闯龙潭, 4.35 GiB,1280 * 696, 1h 30mn,6907 Kbps,外挂中英,Commando.1985.720p.BluRay.DTS.x264-ESiR.mkv,0,欧美单片1_3T
24,欧美单片,猎杀红色十月, 6.55 GiB,1280 * 544, 2h 15mn,6943 Kbps,外挂中英,The.Hunt.For.Red.October.1990.720p.BluRay.x264-SiNNERS.mkv,0,欧美单片1_3T
25,欧美单片,现代灰姑娘, 4.37 GiB,1280 * 694, 1h 44mn,5998 Kbps,外挂中英,现代灰姑娘.Mystic.Pizza.1988.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
27,欧美单片,破茧威龙, 4.37 GiB,1280 * 690, 1h 48mn,5742 Kbps,外挂中文,Lock.Up.1989.BluRay.720P.DTS.x264-CHD.mkv,0,欧美单片1_3T
28,欧美单片,糖衣陷阱, 5.46 GiB,1280 * 720, 2h 34mn,5060 Kbps,外挂中英|外挂中文,The.Firm.1993.720p.BluRay.X264-AMIABLE.mkv,0,欧美单片1_3T
29,欧美单片,红色警探, 5.46 GiB,1280 * 686, 1h 44mn,7508 Kbps,外挂中文,红色警探.Red.Heat.1988.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
30,欧美单片,终极尖兵, 4.37 GiB,1280 * 534, 1h 45mn,5928 Kbps,外挂中英,终极尖兵.The.Last.Boy.Scout.1991.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
31,欧美单片,终极标靶, 5.47 GiB,1280 * 692, 1h 39mn,7863 Kbps,外挂中文,终极标靶.Hard.Target.1993.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
32,欧美单片,终极神鹰, 4.37 GiB,1280 * 696, 1h 39mn,6261 Kbps,外挂中英|外挂中文,hudson.hawk.1991.720p.bluray.x264-psychd.mkv,0,欧美单片1_3T
33,欧美单片,绝岭雄风, 4.37 GiB,1280 * 528, 1h 53mn,5531 Kbps,外挂中英,chd-cliffhanger-dts-bdrip.mkv,0,欧美单片1_3T
34,欧美单片,罗马假日, 4.38 GiB,960 * 720, 1h 58mn,5302 Kbps,外挂中英,Roman.Holiday.1953.720p.HDTV.DD2.0.x264-DON.mkv,0,欧美单片1_3T
35,欧美单片,致命情挑, 5.06 GiB,1280 * 534, 1h 39mn,7251 Kbps,外挂中英,Under Suspicion 1991 720p BluRay FLAC x264 EbP.mkv,0,欧美单片1_3T
36,欧美单片,致命距离, 4.37 GiB,1280 * 692, 1h 41mn,6144 Kbps,外挂中英|外挂中文,Striking.Distance.1993.Bluray.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
37,欧美单片,航越地平线, 5.47 GiB,1280 * 532, 1h 36mn,8124 Kbps,外挂中英|外挂中文,航越地平线.Dead.Calm.1989.720p.BluRay.x264-WiKi.mkv,0,欧美单片1_3T
38,欧美单片,西雅图夜未眠, 4.37 GiB,1280 * 688, 1h 45mn,5952 Kbps,外挂中英,Sleepless.in.Seattle.1993.720p.BluRay.X264-AMIABLE.mkv,0,欧美单片1_3T
39,欧美单片,超级战警, 5.51 GiB,1280 * 534, 1h 55mn,6854 Kbps,外挂中英,Demolition.Man.1993.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
40,欧美单片,辛德勒的名单, 5.50 GiB,1280 * 694, 3h 15mn,4035 Kbps,外挂中英,辛德勒的名单.Schindlers.List.1993.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
41,欧美单片,野蛮人柯南, 6.49 GiB,1280 * 544, 2h 10mn,7123 Kbps,外挂中文,Conan.the.Barbarian.1982.720p.BluRay.x264-DON.mkv,0,欧美单片1_3T
42,欧美单片,铁胆威龙, 4.36 GiB,1280 * 720, 1h 27mn,7177 Kbps,外挂中英,Cobra.1986.Bluray.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
43,欧美单片,雨人, 6.56 GiB,1280 * 688, 2h 13mn,7016 Kbps,外挂中英,Rain.Man.1988.720p.BluRay.x264-SiNNERS.mkv,0,欧美单片1_3T
44,欧美单片,飞越巅峰, 4.37 GiB,1280 * 538, 1h 33mn,6682 Kbps,外挂中英,Over.the.Top.1987.720p.Bluray.DTS.x264-CHD.mkv,0,欧美单片1_3T
45,欧美单片,飞越未来, 6.53 GiB,1280 * 692, 2h 10mn,7173 Kbps,外挂中英,Big.1988.EXTENDED.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
46,欧美单片,鸡尾酒, 4.37 GiB,1280 * 696, 1h 43mn,6041 Kbps,外挂中文,cocktail.1988.720p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
47,欧美单片,龙虎先锋, 6.55 GiB,1920 * 800, 1h 36mn,9697 Kbps,外挂中英|未知字幕,flhd-tp1080p.mkv,0,欧美单片1_3T
48,欧美单片,夜色, 6.56 GiB,1280 * 696, 2h 19mn,6740 Kbps,外挂中英|外挂中文,color.of.night.1994.720p.bluray.x264-psychd.mkv,0,欧美单片1_3T
49,欧美单片,炸弹专家, 5.30 GiB,1280 * 720, 1h 50mn,6902 Kbps,外挂中英,The.Specialist.1994.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
50,欧美单片,真实的谎言, 7.93 GiB,1280 * 548, 2h 21mn,7996 Kbps,外挂中英,True.Lies.1994.DTheater.720p.DualAudio.x264-CHD.mkv,0,欧美单片1_3T
51,欧美单片,终极特区, 4.37 GiB,1280 * 536, 1h 41mn,6165 Kbps,外挂中文,Drop.Zone.1994.720p.BluRay.x264-MELiTE.mkv,0,欧美单片1_3T
52,欧美单片,绝地战将, 3.26 GiB,1280 * 534, 1h 41mn,4583 Kbps,外挂中文,On.Deadly.Ground.1994.720p.WEB-DL.H.264.AC3.mkv,0,欧美单片1_3T
53,欧美单片,赌侠马华力, 5.46 GiB,1280 * 536, 2h 6mn,6179 Kbps,外挂中文,Maverick.1994.720p.BluRay.X264-AMIABLE.mkv,0,欧美单片1_3T
54,欧美单片,阿甘正传, 7.92 GiB,1280 * 544, 2h 22mn,7976 Kbps,外挂中英,Forrest.Gump.1994.BluRay.720p.DTS.4Audio.x264-CHD.mkv,0,欧美单片1_3T
55,欧美单片,勇敢的心, 8.57 GiB,1280 * 544, 2h 57mn,6905 Kbps,外挂中英,Braveheart.1995.Bluray.720p.DTS.3Audio.x264-CHD.mkv,0,欧美单片1_3T
56,欧美单片,十二只猴子, 4.37 GiB,1280 * 720, 2h 9mn,4830 Kbps,外挂中英|外挂中文,chd-12monkeys-bdrip.mkv,0,欧美单片1_3T
57,欧美单片,四个房间, 4.37 GiB,1280 * 690, 1h 37mn,6403 Kbps,外挂中英,Four.Rooms.1995.BluRay.720p.x264.DTS-MySiLU.mkv,0,欧美单片1_3T
58,欧美单片,时空悍将, 4.36 GiB,1280 * 544, 1h 45mn,5895 Kbps,外挂中英,时空悍将.Virtuosity.1995.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
59,欧美单片,最后刺客, 6.53 GiB,1280 * 716, 2h 12mn,7038 Kbps,外挂中英,Assassins.1995.BluRay.720p.DTS.X264-CHD.mkv,0,欧美单片1_3T
60,欧美单片,正当防卫, 4.37 GiB,1280 * 536, 1h 42mn,6109 Kbps,外挂中英,just.cause.1995.720p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
61,欧美单片,特警判官, 4.37 GiB,1280 * 550, 1h 36mn,6501 Kbps,外挂中英|外挂中文,Judge.Dredd.1995.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
62,欧美单片,疯狂终结者, 4.37 GiB,1280 * 690, 1h 37mn,6403 Kbps,外挂中英|外挂中文,Four.Rooms.1995.BluRay.720p.x264.DTS-MySiLU.mkv,0,欧美单片1_3T
63,欧美单片,红潮风暴, 4.37 GiB,1280 * 530, 1h 55mn,5409 Kbps,外挂中英,红潮风暴.Crimson.Tide.1995.BluRay.720p.x264.DTS-WiKi.mkv,0,欧美单片1_3T
64,欧美单片,绝命杀阵, 4.37 GiB,1280 * 544, 1h 49mn,5686 Kbps,外挂中文,Sudden.Death.1995.720p.BluRay.x264-CiNEFiLE.mkv,0,欧美单片1_3T
65,欧美单片,证据拼图, 4.37 GiB,1232 * 720, 1h 37mn,6416 Kbps,外挂中英,Without.Evidence.1995.720p.Bluray.x264-MELiTE.mkv,0,欧美单片1_3T
66,欧美单片,勇闯夺命岛, 6.49 GiB,1280 * 544, 2h 16mn,6812 Kbps,外挂中英,The.Rock.1996.BluRay.720p.x264.DTS-WiKi.mkv,0,欧美单片1_3T
67,欧美单片,十万火急, 6.56 GiB,1280 * 692, 1h 54mn,8209 Kbps,外挂中英|外挂中文,Daylight.1996.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
68,欧美单片,天使保镖, 5.46 GiB,1280 * 688, 2h 3mn,6310 Kbps,外挂中文,japhson-tpw-720p.mkv,0,欧美单片1_3T
69,欧美单片,极度冒险, 4.44 GiB,1280 * 534, 1h 40mn,6320 Kbps,外挂中文,Maximum.Risk.1996.BluRay.720p.2Audio.AC3.x264-beAst.mkv,0,欧美单片1_3T
70,欧美单片,生死豪情, 6.11 GiB,1280 * 694, 1h 56mn,7508 Kbps,外挂中文,生死豪情.Courage.Under.Fire.1996.BluRay.720p.x264.DTS-HDWinG.mkv,0,欧美单片1_3T
71,欧美单片,罗密欧与朱丽叶, 6.55 GiB,1280 * 532, 2h 0mn,7805 Kbps,外挂中文,Romeo.And.Juliet.1996.BluRay.720p.X264.Dualaudio-MySiLU.mkv,0,欧美单片1_3T
72,欧美单片,蒸发密令, 4.36 GiB,1280 * 534, 1h 54mn,5455 Kbps,外挂中英,Eraser.1996.BluRay.720p.AC3.2Audio.x264-CHD.mkv,0,欧美单片1_3T
73,欧美单片,赎金风暴, 5.46 GiB,1280 * 696, 2h 1mn,6431 Kbps,外挂中英,ransom.1996.720p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
74,欧美单片,魔宫传奇, 4.36 GiB,1280 * 544, 1h 34mn,6602 Kbps,外挂中文,The.Quest.1996.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
75,欧美单片,心灵捕手, 6.57 GiB,1280 * 694, 2h 6mn,7427 Kbps,外挂中英,Good.Will.Hunting.1997.720p.BluRay.DTS.x264-DON.mkv,0,欧美单片1_3T
76,欧美单片,惊唇劫, 5.46 GiB,1280 * 544, 1h 55mn,6767 Kbps,外挂中英|外挂中文,Kiss.the.Girls.1997.720p.BluRay.X264-AMIABLE.mkv,0,欧美单片1_3T
77,欧美单片,活色生香, 4.37 GiB,1280 * 544, 1h 40mn,6196 Kbps,外挂中文,活色生香.Carne.Tremula.1997.720p.BluRay.x264-WiKi.mkv,0,欧美单片1_3T
78,欧美单片,警察帝国, 5.45 GiB,1280 * 690, 1h 56mn,6711 Kbps,外挂中文,cop.land.1997.REMASTERED.DC.720p.bluray.dts.x264-publichd.mkv,0,欧美单片1_3T
79,欧美单片,超时空接触, 6.56 GiB,1280 * 534, 2h 29mn,6275 Kbps,外挂中英,超时空接触.Contact.1997.720p.BluRay.x264-WiKi.mkv,0,欧美单片1_3T
80,欧美单片,两杆大烟枪, 4.37 GiB,1280 * 688, 1h 47mn,5830 Kbps,外挂中英,两杆大烟枪.Lock.Stock.and.Two.Smoking.Barrels.1998.720p.BluRay.x264-CYBERMEN.mkv,0,欧美单片1_3T
81,欧美单片,全民公敌, 7.95 GiB,1280 * 542, 2h 12mn,8609 Kbps,外挂中英|未知字幕,Enemy of the State 1998.NSS.720p.BluRay.x264.mkv,0,欧美单片1_3T
82,欧美单片,全面围攻, 4.36 GiB,1280 * 542, 1h 55mn,5378 Kbps,外挂中文,The.Siege.1998.Bluray.720p.AC3.2Audio.x264-CHD.mkv,0,欧美单片1_3T
83,欧美单片,大雨成灾, 4.36 GiB,1280 * 538, 1h 36mn,6470 Kbps,外挂中英|外挂中文,大雨成灾.Hard.Rain.1998.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
84,欧美单片,天生一对, 4.02 GiB,1280 * 692, 2h 8mn,4484 Kbps,外挂中英,The.Parent.Trap.1998.720p.WEB-CAP.DD5.1.x264-DFLIX.mkv,0,欧美单片1_3T
85,欧美单片,夺命感应, 5.50 GiB,1280 * 534, 2h 4mn,6345 Kbps,外挂中英|外挂中文,Fallen.1998.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
86,欧美单片,战略高手, 6.49 GiB,1280 * 692, 2h 2mn,7559 Kbps,外挂中英,Out.of.Sight.1998.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
87,欧美单片,水银蒸发令, 5.01 GiB,1280 * 542, 1h 51mn,6438 Kbps,外挂中英,Mercury.Rising.1998.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
88,欧美单片,王牌对王牌, 6.60 GiB,1280 * 534, 2h 19mn,6768 Kbps,外挂中英|未知字幕,The.Negotiator.1998.720p.BluRay.x264-RuDE.mkv,0,欧美单片1_3T
89,欧美单片,电子情书, 4.37 GiB,1280 * 720, 1h 59mn,5241 Kbps,外挂中英|外挂中文,You've.Got.Mail.1998.BluRay.720p.x264.DTS.DD51.DualAudio-MySiLU.mkv,0,欧美单片1_3T
90,欧美单片,美国X档案, 6.55 GiB,1280 * 720, 1h 58mn,7882 Kbps,外挂中英,美国X档案.American.History.X.1998.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
91,欧美单片,赌王之王, 6.56 GiB,1280 * 528, 2h 0mn,7782 Kbps,外挂中英,Rounders.1998.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
92,欧美单片,追随, 5.46 GiB,1440 * 1080, 1h 10mn,9635 Kbps,外挂中英,following.1998.1080p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
93,欧美单片,人骨拼图, 6.56 GiB,1280 * 528, 1h 57mn,7964 Kbps,外挂中英,The.Bone.Collector.1999.Blu-ray.720P.x264.DTS.DualAudio.MySiLu.mkv,0,欧美单片1_3T
94,欧美单片,偷天陷阱, 6.54 GiB,1280 * 542, 1h 52mn,8287 Kbps,外挂中英,Entrapment.1999.BluRay.720P.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
95,欧美单片,傀儡人生, 5.46 GiB,1280 * 694, 1h 52mn,6941 Kbps,外挂中英|外挂中文,傀儡人生.Being.John.Malkovich.1999.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
96,欧美单片,危险人物, 3.99 GiB,1280 * 544, 1h 41mn,5643 Kbps,外挂中英,Payback.1999.BluRay.720p.AC3.x264-CHD.mkv,0,欧美单片1_3T
97,欧美单片,大开眼戒, 6.56 GiB,1280 * 720, 2h 39mn,5906 Kbps,外挂中英,Eyes.Wide.Shut.1999.720p.BluRay.x264-HALCYON.mkv,0,欧美单片1_3T
98,欧美单片,天才雷普利, 6.56 GiB,1280 * 720, 2h 19mn,6748 Kbps,外挂中英|外挂中文,The.Talented.Mr.Ripley.1999.BluRay.720p.X264-MySiLU.mkv,0,欧美单片1_3T
99,欧美单片,怒犯天条, 5.51 GiB,1280 * 534, 2h 8mn,6148 Kbps,外挂中英,Dogma.1999.Bluray.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
100,欧美单片,搏击俱乐部, 4.37 GiB,1280 * 532, 1h 32mn,6733 Kbps,外挂中英,搏击俱乐部.Fight.Club.1999.BluRay.720p.x264.DTS-WiKi.mkv,0,欧美单片1_3T
101,欧美单片,木兰花, 7.57 GiB,1280 * 534, 3h 8mn,5743 Kbps,外挂中英,Magnolia.1999.BluRay.720p.AC3.x264-CHD.mkv,0,欧美单片1_3T
102,欧美单片,灵异第六感, 5.01 GiB,1280 * 694, 1h 47mn,6680 Kbps,外挂中英,The.Sixth.Sense.1999.BluRay.720P.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
103,欧美单片,窈窕美眉, 4.37 GiB,1280 * 696, 1h 35mn,6535 Kbps,外挂中文,窈窕美眉.Shes.All.That.1999.720p.BluRay.x264.mkv,0,欧美单片1_3T
104,欧美单片,绿里奇迹, 6.56 GiB,1280 * 720, 3h 8mn,4978 Kbps,外挂中英,《绿里奇迹》The.Green.Mile.1999.720p.BluRay.x264-HDCLASSiCS-人人影视高清发布组.mkv,0,欧美单片1_3T
105,欧美单片,飓风, 6.00 GiB,1280 * 698, 2h 25mn,5902 Kbps,外挂中英|外挂中文,The.Hurricane.1999.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
106,欧美单片,危机四伏, 3.97 GiB,1280 * 530, 2h 9mn,4374 Kbps,外挂中英,What.Lies.Beneath.2000.720p.WEB-DL.DD5.1.H.264-ViGi.mkv,0,欧美单片1_3T
107,欧美单片,居家男人, 6.53 GiB,1280 * 546, 2h 5mn,7426 Kbps,外挂中英,居家男人.The.Family.Man.2000.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
108,欧美单片,惊魂眼, 5.45 GiB,1280 * 688, 1h 51mn,6982 Kbps,外挂中文,惊魂眼.The.Gift.2000.720p.BluRay.x264.DTS-WiKi.mkv,0,欧美单片1_3T
109,欧美单片,整九码, 7.95 GiB,1920 * 1080, 1h 38mn,448 Kbps,外挂中英,The whole nine yards(2000)1080p.F-HD.mkv,0,欧美单片1_3T
110,欧美单片,第六日, 4.37 GiB,1280 * 528, 2h 3mn,5059 Kbps,外挂中英,chd-the6thday-dts-bdrip.mkv,0,欧美单片1_3T
111,欧美单片,致命罗密欧, 6.53 GiB,1280 * 534, 1h 55mn,8125 Kbps,外挂中英|外挂中文,致命罗密欧.Romeo.Must.Die.2000.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
112,欧美单片,荒岛余生, 4.30 GiB,1280 * 688, 2h 23mn,4280 Kbps,外挂中英,Cast.Away.2000.Blu-ray.Re.x264.720P.AC3-C@SiLU.mkv,0,欧美单片1_3T
113,欧美单片,逃狱三王, 5.00 GiB,1280 * 546, 1h 47mn,6662 Kbps,外挂中英,O.Brother Where.Art.Thou？2000.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
114,欧美单片,黑洞频率, 4.37 GiB,1280 * 544, 1h 58mn,5257 Kbps,外挂中英,frequency.2000.720p.bluray.x264-psychd.mkv,0,欧美单片1_3T
115,欧美单片,以毒攻毒, 4.37 GiB,1280 * 536, 1h 41mn,6169 Kbps,外挂中文,exit.wounds.2001.720p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
116,欧美单片,剑鱼行动, 5.03 GiB,1280 * 528, 1h 39mn,7252 Kbps,外挂中英,Swordfish.2001.UK.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
117,欧美单片,复制杀人魔, 4.35 GiB,1280 * 720, 1h 40mn,6209 Kbps,外挂中英|未知字幕,Replicant 2001 BluRay 720p DTS x264-3Li.mkv,0,欧美单片1_3T
118,欧美单片,密码迷情, 3.62 GiB,1280 * 544, 1h 58mn,4367 Kbps,外挂中文,Enigma.2001.720p.WEB-DL.DD5.1.H.264-CtrlHD.mkv,0,欧美单片1_3T
119,欧美单片,小岛惊魂, 4.36 GiB,1280 * 720, 1h 44mn,5990 Kbps,外挂中英,The.Others.2001.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
120,欧美单片,缘分天注定, 5.01 GiB,1280 * 720, 1h 30mn,7881 Kbps,外挂中英|外挂中文,缘分天注定.Serendipity.2001.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
121,欧美单片,训练日, 4.37 GiB,1280 * 544, 2h 2mn,5131 Kbps,外挂中英,Training.Day.2001.BluRay.720p.x264-WiKi.mkv,0,欧美单片1_3T
122,欧美单片,钢琴家, 3.80 GiB,1280 * 720, 2h 29mn,3649 Kbps,外挂中英|外挂中文,钢琴家.The.Pianist.2001.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv,0,欧美单片1_3T
123,欧美单片,香草的天空, 3.99 GiB,1280 * 718, 2h 16mn,4193 Kbps,外挂中英|外挂中文,Vanilla.Sky.2001.720p.WEB-DL.HDCLUB.mkv,0,欧美单片1_3T
124,欧美单片,龙之吻, 4.30 GiB,1280 * 816, 1h 38mn,6260 Kbps,外挂中英|外挂中文,龙之吻.Kiss.of.the.Dragon.Blu-ray.RE.X264.a1080.DTS.F@Silu.mkv,0,欧美单片1_3T
125,欧美单片,两周情人, 4.37 GiB,1280 * 720, 1h 41mn,6184 Kbps,外挂中文,Two.Weeks.Notice.2002.720p.BluRay.X264-AMIABLE.mkv,0,欧美单片1_3T
126,欧美单片,冲出逆境, 4.37 GiB,1280 * 544, 2h 0mn,5198 Kbps,外挂中英,chd-antwone-fisher-ac3-bdrip.mkv,0,欧美单片1_3T
127,欧美单片,变线人生, 4.36 GiB,1280 * 544, 1h 38mn,6326 Kbps,外挂中英|外挂中文,变线人生.Changing.Lanes.2002.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
128,欧美单片,哈特的战争, 6.44 GiB,1280 * 544, 2h 4mn,7389 Kbps,外挂中文,Hart's.War.2002.Blu-ray.Re.720p.x264.DTS-MySiLU.mkv,0,欧美单片1_3T
129,欧美单片,天兆, 4.38 GiB,1280 * 690, 1h 46mn,5884 Kbps,外挂中文,Signs.2002.720p.BluRay.x264.DTS-HDChina.mkv,0,欧美单片1_3T
130,欧美单片,少数派报告, 4.37 GiB,1280 * 536, 2h 25mn,4313 Kbps,外挂中英,Minority Report 2002 720p BluRay DTS x264-SilverTorrentHD.mkv,0,欧美单片1_3T
131,欧美单片,惊天核网, 6.54 GiB,1280 * 536, 2h 3mn,7564 Kbps,外挂中英,The.Sum.of.All.Fears.2002.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
132,欧美单片,火龙帝国, 4.37 GiB,1280 * 548, 1h 41mn,6132 Kbps,外挂中英|未知字幕,Reign.of.Fire.2002.BluRay.720p.DTS.2Audio.x264-CHD.mkv,0,欧美单片1_3T
133,欧美单片,猫鼠游戏, 5.46 GiB,1280 * 696, 2h 20mn,5560 Kbps,外挂中英,catch.me.if.you.can.2002.720p.bluray.x264-hd4u.mkv,0,欧美单片1_3T
134,欧美单片,生化总动员, 4.76 GiB,1280 * 688, 1h 28mn,7701 Kbps,外挂中文,Derailed.2002.720p.BluRay.x264.mkv,0,欧美单片1_3T
135,欧美单片,纽约黑帮, 6.56 GiB,1280 * 544, 2h 46mn,5636 Kbps,外挂中英,《纽约黑帮》Gangs.of.New.York.REMASTERED.2002.720p.BluRay.x264-AVCHD.mkv,0,欧美单片1_3T
136,欧美单片,肮脏甜蜜的事, 5.00 GiB,1280 * 700, 1h 37mn,7381 Kbps,外挂中文,肮脏甜蜜的事.Dirty.Pretty.Things.2002.BluRay.720p.DTS.x264-CHD.mkv,0,欧美单片1_3T
