No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
214,宝贝计划, 6.53 GiB,1280 * 544, 2h 6mn,7410 Kbps,宝贝计划.Rob.B.Hood.2006.BluRay.720P.DTS.2Audio.x264-CHD,,Rob.B.Hood.2006.BluRay.720P.DTS.2Audio.x264-CHD.mkv
215,寻找成龙, 4.36 GiB,1280 * 720, 1h 27mn,7112 Kbps,寻找成龙.Looking.For.Jackie.2009.Bluray.720P.DTS.x264-CHD,,Looking.For.Jackie.2009.Bluray.720P.DTS.x264-CHD.mkv
216,少林木人巷, 3.00 GiB,1280 * 720, 1h 47mn,4010 Kbps,少林木人巷.Shaolin.Wooden.Men.1976.JPN.BluRay.720p.x264.AC3.2Audios-CMCT,,[少林木人巷].Shaolin.Wooden.Men.1976.JPN.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
217,少林门, 621 MiB,864 * 472, 1h 36mn,888 Kbps,少林门.Hand.of.Death.1976.R1.HK.DVDRip,,影视帝国(bbs.cnxp.com).少林门.Hand.of.Death.1976.R1.HK.DVDRip.(国语).rmvb
218,师弟出马, 3.56 GiB,1280 * 720, 1h 45mn,4827 Kbps,师弟出马.The.Young.Master.1980.BluRay.720p.x264.2Audio.AC3-CnSCG,,[师弟出马(国粤)]The.Young.Master.1980.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3.6G].mkv
219,快餐车, 4.36 GiB,1280 * 692, 1h 48mn,5757 Kbps,快餐车.Wheels.on.Meals.1984.BluRay.720p.AC3.2Audio.x264-CHD,,Wheels.on.Meals.1984.BluRay.720p.AC3.2Audio.x264-CHD.mkv
220,我是谁, 4.60 GiB,1280 * 720, 1h 47mn,6101 Kbps,我是谁.Who.Am.I.1998.HDTV.720p.x264.DualAudio.AC3-XiaBD,,我是谁.Who.Am.I.1998.HDTV.720p.x264.DualAudio.AC3-XiaBD.mkv
221,新宿事件, 3.61 GiB,1280 * 720, 1h 59mn,4334 Kbps,新宿事件.Shinjuku.Incident.2009.BluRay.720p.x264.AC3.2Audios-CMCT,,[新宿事件].Shinjuku.Incident.2009.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
222,新少林寺, 6.54 GiB,1280 * 544, 2h 11mn,7142 Kbps,新少林寺.Shaolin.2011.HK.BluRay.720p.DTS.2Audio.x264-CHD,,Shaolin.2011.HK.BluRay.720p.DTS.2Audio.x264-CHD.mkv
223,杀手壕, 2.31 GiB,1280 * 720, 1h 35mn,3445 Kbps,杀手壕.The.Big.Brawl.1980.720p.BluRay.x264.AC3-CNXP,,杀手壕.The.Big.Brawl.1980.720p.BluRay.x264.AC3-CNXP.mkv
224,火烧岛, 3.00 GiB,1280 * 690, 1h 36mn,4463 Kbps,火烧岛.Island.Of.Fire.1991.JPN.BluRay.720p.x264.AC3.2Audios-CMCT,,[火烧岛].Island.Of.Fire.1991.JPN.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
225,炮弹飞车, 2.10 GiB,1280 * 720, 1h 35mn,3143 Kbps,炮弹飞车.The.Cannonball.Run.1981.720p.BluRay.x264.AC3-CNXP,,炮弹飞车.The.Cannonball.Run.1981.720p.BluRay.x264.AC3-CNXP.mkv
226,燕尾服, 1.46 GiB,720 * 480, 1h 38mn,2113 Kbps,燕尾服.The Tuxedo.2002.x264.ac3,,燕尾服.The Tuxedo.2002.x264.ac3.mkv
227,特务迷城, 2.41 GiB,1280 * 720, 1h 47mn,3201 Kbps,特务迷城.The.Accidental.Spy.2001.720p.BluRay.x264.AC3-CNXP,,特务迷城.The.Accidental.Spy.2001.720p.BluRay.x264.AC3-CNXP.mkv
228,环游地球80天, 4.37 GiB,1280 * 544, 2h 0mn,5204 Kbps,环游地球80天.Around.the.World.in.80.Days.2004.BluRay.720p.AC3.x264-CHD,,Around.the.World.in.80.Days.2004.BluRay.720p.AC3.x264-CHD.mkv
229,玻璃樽, 2.70 GiB,1280 * 720, 1h 59mn,3230 Kbps,玻璃樽.Gorgeous.1999.720p.BluRay.x264.AC3-CNXP,,玻璃樽.Gorgeous.1999.720p.BluRay.x264.AC3-CNXP.mkv
230,神话, 4.37 GiB,1280 * 536, 2h 0mn,5184 Kbps,神话.The Myth 2005 BluRay 720p Dual Audio AC3 x264-3Li,,The Myth 2005 BluRay 720p Dual Audio AC3 x264-3Li.mkv
231,福星高照, 5.00 GiB,1280 * 720, 1h 36mn,7432 Kbps,福星高照.My.Lucky.Stars.1985.BluRay.720p.DTS.x264-CHD,,My.Lucky.Stars.1985.BluRay.720p.DTS.2Audio.x264-CHD.mkv
232,笑拳怪招, 2.61 GiB,1280 * 720, 1h 37mn,3842 Kbps,笑拳怪招.The.Fearless.Hyena.1979.BluRay.720p.x264.2Audio.AC3-CnSCG,,The.Fearless.Hyena.1979.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
233,红番区, 2.40 GiB,1280 * 720, 1h 29mn,3831 Kbps,红番区.Rumble.in.the.Bronx.1995.BluRay.720p.x264.AC3.2Audios-CMCT,,[红番区].Rumble.in.the.Bronx.1995.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
234,花飞满城春, 1.33 GiB,1280 * 720, 1h 36mn,1983 Kbps,花飞满城春.春城无处不飞花.All in the Family.1975.720p国语.BTBA,,【BT吧-www.btba.com.cn】花飞满城春.春城无处不飞花.All in the Family.1975.720p国语.BTBA.mp4
235,蛇形刁手, 2.01 GiB,1280 * 720, 1h 33mn,3079 Kbps,蛇形刁手.Snake.In.The.Eagles.Shadow.1978.720p.HDTV.x264.AC3-CNXP,,蛇形刁手.Snake.In.The.Eagles.Shadow.1978.720p.HDTV.x264.AC3-CNXP.mkv
236,迷你特攻队, 1.42 GiB,1920 * 816, 1h 29mn,2272 Kbps,迷你特攻队.Fantasy Mission Force.1983.BluRay.x264.2Audio.AC3.1080P.YYH3D.xt,,[yyh3d.com]迷你特攻队.Fantasy Mission Force.1983.BluRay.x264.2Audio.AC3.1080P.YYH3D.xt.mkv
237,邻家特工, 5.00 GiB,1280 * 720, 1h 34mn,7597 Kbps,邻家特工.The.Spy.Next.Door.2010.BluRay.720.DTS.x264-CHD,,The.Spy.Next.Door.2010.BluRay.720.DTS.x264-CHD.mkv
238,重案组, 5.48 GiB,1280 * 682, 1h 46mn,7347 Kbps,重案组.Crime.Story.1993.Blu-Ray.720p.x264.Rus.Eng.2xChi.-CHD,,Crime.Story.1993.Blu-Ray.720p.x264.Rus.Eng.2xChi.-CHD.mkv
239,霹雳火, 3.61 GiB,1280 * 720, 1h 45mn,4877 Kbps,霹雳火.Thunderbolt.1995.BluRay.720p.x264.AC3.2Audios-CMCT,,[霹雳火].Thunderbolt.1995.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
240,飞渡卷云山, 2.05 GiB,720 * 432, 1h 39mn,2955 Kbps,飞渡卷云山.Magnificent.Bodyguards.1978.HK.DVDRip.x264.TriAudio.AC3.iNT-CDC,,飞渡卷云山.Magnificent.Bodyguards.1978.HK.DVDRip.x264.TriAudio.AC3.iNT-CDC.mkv
241,飞龙再生, 2.47 GiB,1280 * 720, 1h 28mn,3990 Kbps,飞龙再生.The.Medallion.2003.BluRay.720p.x264.2Audio.AC3-CnSCG,,The.Medallion.2003.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
242,飞龙猛将, 6.34 GiB,1280 * 692, 1h 33mn,9684 Kbps,飞龙猛将.Dragons.Forever.1988.BluRay.720p.2Audio.DTS.x264-beAst,,Dragons.Forever.1988.BluRay.720p.2Audio.DTS.x264-beAst.mkv
243,龙少爷, 3.30 GiB,1280 * 720, 1h 42mn,4614 Kbps,龙少爷.Dragon.Lord.1982.BluRay.720p.x264.2Audio.AC3-CnSC,,[龙少爷(国粤)]Dragon.Lord.1982.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕3.3G].mkv
244,龙拳, 2.29 GiB,1280 * 720, 1h 37mn,3382 Kbps,龙拳.Dragon.Fist.1979.720p.BluRay.x264.AC3-CNXP,,龙拳.Dragon.Fist.1979.720p.BluRay.x264.AC3-CNXP.mkv
245,龙的心, 3.00 GiB,1280 * 720, 1h 38mn,4351 Kbps,龙的心.Heart.of.the Dragon.1985.BluRay.720p.x264.AC3.2Audios-CMCT,,[龙的心].Heart.of.the Dragon.1985.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
246,Bruce, 6.04 GiB,1280 * 544, 1h 39mn,8672 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,唐山大兄.The.Big.Boss.1971.BluRay.720p.2Audio.DTS.x264-beAst.mkv
247,Bruce, 3.84 GiB,1280 * 544, 1h 36mn,5725 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,死亡塔.Tower.of.Death.1981.BluRay.720p.DTS.x264-beAst.mkv
248,Bruce, 5.43 GiB,1280 * 544, 1h 40mn,7748 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,死亡游戏.Game.of.Death.1978.BluRay.720p.DTS.x264-beAst.mkv
249,Bruce, 5.29 GiB,1280 * 546, 1h 38mn,7669 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,猛龙过江.The.Way.of.the.Dragon.1972.BluRay.720p.2Audio.DTS.x264-beAst.mkv
250,Bruce, 5.47 GiB,1280 * 544, 1h 46mn,7371 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,精武门.Fist.Of.Fury.1972.BluRay.720p.2Audio.DTS.x264-beAst.mkv
251,Bruce, 6.74 GiB,1280 * 546, 1h 42mn,9369 Kbps,Bruce.Lee.Legendary.Collection.1971-1981.BluRay.720p.2Audio.DTS.x264-beAst,,龙争虎斗.Enter.the.Dragon.1973.BluRay.720p.2Audio.DTS.x264-beAst.mkv
252,中华英雄, 702 MiB,688 * 368, 41mn 50s,2347 Kbps,中华英雄.Born.To.Defense.Tri-Audio.DVDRip,,[中华英雄].Born.To.Defense.1986.Tri-Audio.DVDRip.X264.AC3.iNT-YCDV.cd1.avi
253,中华英雄, 703 MiB,688 * 368, 45mn 32s,2158 Kbps,中华英雄.Born.To.Defense.Tri-Audio.DVDRip,,[中华英雄].Born.To.Defense.1986.Tri-Audio.DVDRip.X264.AC3.iNT-YCDV.cd2.avi
254,中南海保镖, 2.11 GiB,1280 * 720, 1h 29mn,3386 Kbps,中南海保镖.The.Bodyguard.from.Beijing.1994.HK.720p.X264.2Audio.AC3,,中南海保镖.The.Bodyguard.from.Beijing.1994.HK.720p.X264.2Audio.AC3.mkv
255,倚天屠龙记之魔教教主, 2.21 GiB,1280 * 720, 1h 42mn,3097 Kbps,倚天屠龙记之魔教教主.The.Kung.Fu.Cult.Master.1993.720p.HDTV.x264.AC3-CNXP,,倚天屠龙记之魔教教主.The.Kung.Fu.Cult.Master.1993.720p.HDTV.x264.AC3-CNXP.mkv
256,冒险王, 5.03 GiB,1280 * 536, 1h 30mn,7950 Kbps,冒险王.Dr.Wai.in.the.Scriptures.with.No.Words.1996.BluRay.720p.DTS.2Audio.x264-CHD,,Dr.Wai.in.the.Scriptures.with.No.Words.1996.BluRay.720p.DTS.2Audio.x264-CHD.mkv
257,功夫之王, 4.99 GiB,1280 * 532, 1h 44mn,6847 Kbps,功夫之王.The.Forbidden.Kingdom.2008.BluRay.720p.2Audio.x264-CHD,,The.Forbidden.Kingdom.2008.BluRay.720p.2Audio.x264-CHD.mkv
258,南北少林, 4.12 GiB,1280 * 544, 1h 33mn,6287 Kbps,南北少林.Martia.Arts.of.Shaolin.1986.BluRay.720p.2Audio.AC3.x264-beAst,,Martia.Arts.of.Shaolin.1986.BluRay.720p.2Audio.AC3.x264-beAst.mkv
259,太极张三丰, 5.40 GiB,1280 * 720, 1h 36mn,7978 Kbps,太极张三丰.The.Tai-Chi.Master.1993.Bluray.720p.AC3.3Audio.x264-CHD,,太极张三丰.The.Tai-Chi.Master.1993.Bluray.720p.AC3.3Audio.x264-CHD.mkv
260,少林寺, 4.99 GiB,1280 * 534, 1h 39mn,7142 Kbps,少林寺.The.Shaolin.Temple.1982.720p.BluRay.x264-WiKi,,Shao.Lin.Si.1982.720p.BluRay.x264-WiKi.mkv
261,少林小子, 4.80 GiB,1280 * 534, 1h 43mn,6641 Kbps,少林小子.Shaolin.Temple.2.Kids.from.Shaolin.1984.720p.BluRay.x264-WiKi,,Shao.Lin.xiao.zi.1984.720p.BluRay.x264-WiKi.mkv
262,救世主, 4.36 GiB,1280 * 534, 1h 27mn,7153 Kbps,救世主.The.One.2001.BluRay.720p.AC3.2Audio.x264-CHD,,The.One.2001.BluRay.720p.AC3.2Audio.x264-CHD.mkv
263,新少林五祖, 4.38 GiB,1280 * 692, 1h 30mn,6958 Kbps,新少林五祖.The.New.Legend.of.ShaoLin.1994.720p.HDTV.x264-NGB,,新少林五祖.The.New.Legend.of.ShaoLin.1994.720p.HDTV.x264-NGB.mkv
264,海洋天堂, 2.60 GiB,1280 * 720, 1h 37mn,3826 Kbps,海洋天堂.Ocean.Heaven.2010.BluRay.720p.x264.AC3-CMCT,,[海洋天堂].Ocean.Heaven.2010.BluRay.720p.x264.AC3-CMCT.mkv
265,狼犬丹尼, 4.37 GiB,1280 * 544, 1h 42mn,6102 Kbps,狼犬丹尼.Danny.the.Dog.2005.720p.Bluray.DTS.x264-Funner,,Danny.the.Dog.2005.720p.Bluray.DTS.x264-Funner.mkv
266,白蛇传说, 5.51 GiB,1280 * 536, 1h 42mn,7724 Kbps,白蛇传说.The.Sorcerer.and.the.White.Snake.2011.BluRay.720p.DTS.2Audio.x264-CHD,,The.Sorcerer.and.the.White.Snake.2011.BluRay.720p.DTS.2Audio.x264-CHD.mkv
267,精武英雄, 3.20 GiB,1280 * 720, 1h 43mn,4427 Kbps,精武英雄.Fist.of.Legend.1994.BluRay.US.720p.x264.AC3.3Audios-CMCT,,[精武英雄].Fist.of.Legend.1994.BluRay.US.720p.x264.AC3.3Audios-CMCT.mkv
268,致命摇篮, 5.00 GiB,1280 * 530, 1h 41mn,7071 Kbps,致命摇篮.Cradle.2.the.Grave.2003.BluRay.720p.DTS.x264-CHD,,Cradle.2.the.Grave.2003.BluRay.720p.DTS.x264-CHD.mkv
269,赤子威龙, 5.51 GiB,1280 * 720, 1h 44mn,7562 Kbps,赤子威龙.My.Father.Is.A.Hero.1995.BluRay.720p.AC3.2Audio.x264-CHD,,[赤子威龙].My.Father.Is.A.Hero.1995.BluRay.720p.AC3.2Audio.x264-CHD.mkv
270,鼠胆龙威, 2.19 GiB,1280 * 692, 1h 40mn,3117 Kbps,鼠胆龙威.High.Risk.1995.UpScaled.DVDRip.x264.2Audio.AC3-SILI.李连杰,,High.Risk.1995.UpScaled.DVDRip.x264.2Audio.AC3-SILI.mkv
271,龙在天涯, 1.37 GiB,720 * 544, 1h 37mn,2005 Kbps,龙在天涯.Jet Li [1989] - Dragon Fight,,Jet Li [1989] - Dragon Fight.avi
272,龙行天下, 2.80 GiB,1280 * 688, 1h 32mn,4331 Kbps,龙行天下.The.Master.1992.BluRay.720p.x264.AC3.2Audio-CMCT,,[龙行天下].The.Master.1992.BluRay.720p.x264.AC3.2Audio-CMCT.mkv
273,六指琴魔, 2.30 GiB,1280 * 720, 1h 24mn,3882 Kbps,六指琴魔.Deadful.Melody.1994.HDTV.720p.x264.AC3-CnSCG,,[六指琴魔]Deadful.Melody.1994.HDTV.720p.x264.AC3-CnSCG[国语中字2.3G].mkv
274,刀马旦, 2.30 GiB,1280 * 692, 1h 45mn,3125 Kbps,刀马旦.Peking.Opera.Blues.1986.720p.BluRay.x264.AC3-CNXP,,刀马旦.Peking.Opera.Blues.1986.720p.BluRay.x264.AC3-CNXP.mkv
275,惊魂记, 1.37 GiB,704 * 456, 1h 29mn,2179 Kbps,惊魂记.Web.of.Deception.1989,,[惊魂记].Web.of.Deception.1989.DVDRip.X264-KEN.mkv
276,新天龙八部之天山童姥, 1.55 GiB,652 * 350, 1h 37mn,2272 Kbps,新天龙八部之天山童姥.The.Dragon.Chronicles.the.Maidens.of.Heavenly.Moun.1994.DVDRip.x264.2Audio.AC3.kaixuan,,[新天龙八部之天山童姥].The.Dragon.Chronicles.the.Maidens.of.Heavenly.Moun.1994.DVDRip.x264.2Audio.AC3.kaixuan.mkv
277,滚滚红尘, 1.24 GiB,720 * 532, 1h 33mn,1903 Kbps,滚滚红尘.Red.Dust.1990.DVDRip.x264.AC3-CMCT,,[滚滚红尘].Red.Dust.1990.DVDRip.x264.AC3-CMCT.mkv
278,火云传奇, 2.41 GiB,692 * 412, 1h 26mn,3987 Kbps,火云传奇.Fire.Dragon.1994.DVD.x264,,火云传奇.Fire.Dragon.1994.DVD.x264.mkv
279,追男仔, 2.73 GiB,1280 * 720, 1h 24mn,4642 Kbps,追男仔.Boys.Are.Easy.1993.HDTV.X264.2Audio-OneHD,,[壹高清]追男仔.Boys.Are.Easy.1993.HDTV.X264.2Audio-OneHD.mkv
280,金玉良缘红楼梦, 1.80 GiB,712 * 304, 1h 48mn,2378 Kbps,金玉良缘红楼梦.The.Dream.of.the.Red.Chamber.1977.DVDRip.x264.AC3-CMCT,,[金玉良缘红楼梦].The.Dream.of.the.Red.Chamber.1977.DVDRip.x264.AC3-CMCT.mkv
281,青蛇, 2.01 GiB,1024 * 576, 1h 34mn,3041 Kbps,青蛇.Green.Snake.1993.DVDRip.x264-10bit.AC3.2Audios-CMCT,,[青蛇].Green.Snake.1993.DVDRip.x264-10bit.AC3.2Audios-CMCT.mkv
282,一代宗师, 6.52 GiB,1280 * 536, 2h 10mn,7175 Kbps,一代宗师.The.Grandmaster.2013.BluRay.720p.DTS.x264-CHD,,The.Grandmaster.2013.BluRay.720p.DTS.4Audio.x264-CHD.mkv
283,三轮车夫, 2.06 GiB,720 * 432, 2h 3mn,2388 Kbps,三轮车夫.Cyclo.1995.Dvdrip.X264-Philips3609,,[三轮车夫].Cyclo.1995.Dvdrip.X264-Philips3609.mkv
284,东京攻略, 3.67 GiB,1280 * 720, 1h 40mn,5254 Kbps,东京攻略.Tokyo.Raiders.2000.BluRay.720p.DTS.2Audio.x264-CMCT,,Tokyo.Raiders.2000.BluRay.720p.DTS.2Audio.x264-CMCT.mkv
285,五虎将之决裂, 2.40 GiB,1280 * 720, 1h 19mn,4318 Kbps,五虎将之决裂.The.Tigers.1991.HDTV.720p.x264.AC3-CMCT,,[五虎将之决裂].The.Tigers.1991.HDTV.720p.x264.AC3-CMCT.mkv
286,侠骨仁心, 702 MiB,640 * 352, 52mn 38s,1865 Kbps,侠骨仁心.Healing.Hearts.2001.2Audio.DVDRip.XviD.AC3.iNT-ZY-3CD.avi,,[侠骨仁心].Healing.Hearts.2001.2Audio.DVDRip.XviD.AC3.iNT-ZY-cd1.avi
287,侠骨仁心, 692 MiB,640 * 352, 54mn 22s,1780 Kbps,侠骨仁心.Healing.Hearts.2001.2Audio.DVDRip.XviD.AC3.iNT-ZY-3CD.avi,,[侠骨仁心].Healing.Hearts.2001.2Audio.DVDRip.XviD.AC3.iNT-ZY-cd2.avi
288,千王, 3.85 GiB,720 * 480, 1h 30mn,6083 Kbps,千王.1991.Great.Pretenders.1991.2Audio.DVDRip.X264.AC3.iNT-NFyl.梁朝伟,,南方娱乐（bbs.nfyl.net).千王.1991.Great.Pretenders.1991.2Audio.DVDRip.X264.AC3.iNT-NFy (1).mkv
289,同居蜜友, 1.36 GiB,640 * 336, 1h 41mn,1926 Kbps,同居蜜友.Fighting.for.Love.2001.R3.HK.DVDRip.x264.2Audio.AC3.iNT-NFYL.梁朝伟,,南方娱乐（bbs.nfyl.net).同居蜜友.Fighting.for.Love.2001.R3.HK.DVDRip.x264.2Audio.AC3.iNT-NFYL.mkv
290,听风者, 6.53 GiB,1280 * 544, 1h 59mn,7797 Kbps,听风者.The.Silent.War.2012.BluRay.720p.DTS.x264-CHD,,The.Silent.War.2012.BluRay.720p.DTS.2Audio.x264-CHD.mkv
291,喋血街头, 3.60 GiB,1280 * 688, 2h 10mn,3931 Kbps,喋血街头.Bullet.in.the.Head.HK.1990.Bluray.x264.AC3.2Audios-CMCT,,[喋血街头(国粤双语)].Bullet.in.the.Head.HK.1990.Bluray.x264.AC3.2Audios-CMCT.mkv
292,大魔术师, 6.24 GiB,1280 * 544, 2h 8mn,6957 Kbps,大魔术师.The.Great.Magician.2012.BluRay.720p.DTS.2Audio.x264-CHD,,The.Great.Magician.2012.BluRay.720p.DTS.2Audio.x264-CHD.mkv
293,忠义群英, 3.20 GiB,1280 * 720, 1h 35mn,4801 Kbps,忠义群英.Seven.Warriors.1989.BluRay.720p.x264.AC3.2Audios-CMCT,,[忠义群英].Seven.Warriors.1989.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
294,救世神棍, 1.36 GiB,640 * 336, 1h 47mn,1813 Kbps,救世神棍.Heaven.Can.t.Wait.1995.SUBBED.2Audio.DVDRip.XVID.AC3.iNT-HKDY,,[救世神棍].Heaven.Can.t.Wait.1995.SUBBED.2Audio.DVDRip.XVID.AC3.iNT-HKDY.avi
295,新仙鹤神针, 1.41 GiB,720 * 400, 1h 29mn,2253 Kbps,新仙鹤神针.The.Magic.Crane.1993.DVDRip.X264.AAC-ken861222,,[新仙鹤神针].The.Magic.Crane.1993.DVDRip.X264.AAC-ken861222.mkv
296,暗花, 1.60 GiB,704 * 416, 1h 20mn,2840 Kbps,暗花.The.Longest.Nite.1998.DVDRip.x264.AC3.2Audios-CMCT,,[暗花].The.Longest.Nite.1998.DVDRip.x264.AC3.2Audios-CMCT.mkv
297,杀手蝴蝶梦, 1.37 GiB,720 * 480, 1h 30mn,2157 Kbps,杀手蝴蝶梦.My.Heart.is.That.Eternal.Rose.1989.NTSC.HK.DVDRip.x264.2Audio.AC3.iNT-CDC.梁朝伟,,杀手蝴蝶梦.My.Heart.is.That.Eternal.Rose.1989.NTSC.HK.DVDRip.x264.2Audio.AC3.iNT-CDC.mkv
298,沙滩仔与周师奶, 1.38 GiB,852 * 480, 1h 25mn,2306 Kbps,沙滩仔与周师奶.Royal.Scoundrel.1991.DVDRip.X264.NFYL.梁朝伟,,南方娱乐（bbs.nfyl.net).沙滩仔与周师奶.国粤双语.中文字幕.NFYL.mkv
299,流氓医生, 3.20 GiB,1280 * 720, 1h 38mn,4640 Kbps,流氓医生.Doctor.Mack.1995.BluRay.720p.x264.FLAC.2Audios-CMCT,,[流氓医生].Doctor.Mack.1995.BluRay.720p.x264.FLAC.2Audios-CMCT.mkv
300,神龙赌圣之旗开得胜, 1.36 GiB,640 * 384, 1h 37mn,1997 Kbps,神龙赌圣之旗开得胜.All.Of.The.Winners.1994.R3.HK.Subbed.DVDRip.x264.AC3.iNT-CDC,,[神龙赌圣之旗开得胜].All.Of.The.Winners.1994.R3.HK.Subbed.DVDRip.x264.AC3.iNT-CDC.mkv
301,花样年华, 2.80 GiB,1280 * 720, 1h 38mn,4067 Kbps,花样年华.In.the.Mood.for.Love.2000.BluRay.720p.x264.2Audio.AC3-CnSCG,,[花样年华(国粤)]In.the.Mood.for.Love.2000.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
302,超时空要爱, 1.36 GiB,640 * 352, 1h 34mn,2048 Kbps,超时空要爱.Timeless.Romance.1998.2Audio.DVDRip.XVID.AC3.iNT-NFYL.梁朝伟,,南方娱乐（bbs.nfyl.net).超时空要爱.Timeless.Romance.1998.2Audio.DVDRip.XVID.AC3.iNT-NFYL.mkv
303,辣手神探, 4.00 GiB,1280 * 720, 2h 7mn,4489 Kbps,辣手神探.Hard.Boiled.1992.JPN.BluRay.720p.x264.AC3.2Audios-CMCT,,[辣手神探].Hard.Boiled.1992.JPN.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
304,重庆森林, 2.26 GiB,1280 * 768, 1h 42mn,3139 Kbps,重庆森林.Chungking.Express.1994.BluRay.720p.x264.AC3-CMCT,,[重庆森林(国粤双语)].Chungking.Express.1994.BluRay.720p.x264.AC3-CMCT.mkv
305,铁甲无敌玛利亚, 1.37 GiB,704 * 472, 1h 35mn,2049 Kbps,铁甲无敌玛利亚.I.Love.Maria.1988.DVDRip.X264-NFYL.梁朝伟,,南方娱乐（bbs.nfyl.net).铁甲无敌玛利亚.I.Love.Maria.1988.DVDRip.X264-NFYL.mkv
306,韩城攻略, 2.40 GiB,1280 * 690, 1h 34mn,3647 Kbps,韩城攻略.Seoul.Raiders.2005.HDTV.720p.x264.AC3-CMCT,,[韩城攻略].Seoul.Raiders.2005.HDTV.720p.x264.AC3-CMCT.mkv
307,风尘三侠, 1.83 GiB,720 * 472, 1h 34mn,2764 Kbps,风尘三侠.Tom.Dick.And.Hairy.1993.DVDRip.x264.AC3.2Audios-CMCT,,[风尘三侠].Tom.Dick.And.Hairy.1993.DVDRip.x264.AC3.2Audios-CMCT.mkv
308,魔画情, 1.35 GiB,852 * 480, 1h 22mn,2330 Kbps,魔画情.Fantasy.Romance.1991.DVDRip.X264-NFYL.梁朝伟,,南方娱乐（bbs.nfyl.net).魔画情.国粤双语.中文字幕.mkv
309,城市特警, 1.38 GiB,720 * 384, 1h 34mn,2094 Kbps,城市特警.The.Big.Heat.1988.DVDRip.X264.AC3-ken861222,,[城市特警].The.Big.Heat.1988.DVDRip.X264.AC3-ken861222.mkv
310,天地玄门, 2.16 GiB,1280 * 720, 1h 34mn,3269 Kbps,天地玄门.An_Eternal_Combat_1984_HDTV_720P_AC3_x264_CMCT,,天地玄门_An_Eternal_Combat_1984_HDTV_720P_AC3_x264_CMCT.mkv
311,打工皇帝, 1.37 GiB,720 * 464, 1h 35mn,2059 Kbps,打工皇帝.Working.class.1985.DVDRip.X264.AC3-tdw9430,,[打工皇帝].Working.class.1985.DVDRip.X264.AC3-tdw9430.mkv
312,杀手蝴蝶梦, 1.37 GiB,720 * 480, 1h 30mn,2157 Kbps,杀手蝴蝶梦.My.Heart.is.That.Eternal.Rose.1989.NTSC.HK.DVDRip.x264.2Audio.AC3.iNT-CDC,,杀手蝴蝶梦.My.Heart.is.That.Eternal.Rose.1989.NTSC.HK.DVDRip.x264.2Audio.AC3.iNT-CDC.mkv
313,水浒传之英雄本色, 701 MiB,704 * 384, 49mn 55s,1963 Kbps,水浒传之英雄本色.All.Men.Are.Brothers.Blood.of.the.Leopard.1992.DVDRip.x264.DualAudio.AC3.iNT-YCDV,,[水浒传之英雄本色].All.Men.Are.Brothers.Blood.of.the.Leopard.1992.DVDRip.x264.DualAudio.AC3.iNT-YCDV.cd1.avi
314,水浒传之英雄本色, 702 MiB,704 * 384, 48mn 49s,2010 Kbps,水浒传之英雄本色.All.Men.Are.Brothers.Blood.of.the.Leopard.1992.DVDRip.x264.DualAudio.AC3.iNT-YCDV,,[水浒传之英雄本色].All.Men.Are.Brothers.Blood.of.the.Leopard.1992.DVDRip.x264.DualAudio.AC3.iNT-YCDV.cd2.avi
315,浪漫杀手自由人, 2.25 GiB,720 * 416, 1h 33mn,3442 Kbps,浪漫杀手自由人.Killer's Romance.1990,,Killer's Romance 1990.mkv
316,美丽上海, 1.76 GiB,1024 * 556, 1h 48mn,2317 Kbps,美丽上海.Shanghai.Story.2004.DVDRip.x264.AC3-CMCT,,[美丽上海].Shanghai.Story.2004.DVDRip.x264.AC3-CMCT.mkv
317,都市煞星, 1.83 GiB,720 * 404, 1h 34mn,2776 Kbps,都市煞星.1990,,都市煞星1990.mkv
